"order_no","status","timestamp","dist","net","comm","pickup","dropoff"
"redacted","COMPLETED","Wednesday, February 4, 2026 11:09 PM","5.4","64.0","14.4",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 6:01 PM","2.8","45.6","10.26",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 8:18 PM","6.7","73.6","16.56",redacted,redacted
"redacted","COMPLETED","Wednesday, February 4, 2026 5:29 PM","2.2","41.6","9.36",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 11:12 PM","7.9","82.4","18.54",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 9:36 PM","11.2","122.4","27.54",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 11:36 PM","12.1","132.0","29.7",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 8:38 PM","7.1","76.8","17.28",redacted,redacted
"redacted","DRIVER CANCELLED","Thursday, February 5, 2026 11:07 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 7:30 PM","12.2","133.6","30.06",redacted,redacted
"redacted","CUSTOMER CANCELLED","Thursday, February 5, 2026 11:11 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 10:09 PM","5.8","103.0","15.3",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 9:03 PM","7.0","96.0","17.1",redacted,redacted
"redacted","COMPLETED","Thursday, February 5, 2026 10:44 PM","5.2","63.2","14.22",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 7:45 PM","7.9","82.4","18.54",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 8:14 PM","7.0","76.0","17.1",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, February 6, 2026 7:34 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 9:56 PM","12.2","133.6","30.06",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, February 6, 2026 8:11 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 6:50 PM","10.3","110.4","24.84",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 9:28 PM","8.5","89.6","20.16",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 8:38 PM","15.5","172.8","38.88",redacted,redacted
"redacted","COMPLETED","Friday, February 6, 2026 6:10 PM","9.2","116.8","21.78",redacted,redacted
"redacted","COMPLETED","Tuesday, February 10, 2026 5:31 PM","18.8","212.8","53.2",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 9:58 PM","6.6","72.8","18.2",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 5:23 PM","5.8","83.0","17.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 8:32 PM","14.7","163.2","40.8",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 9:57 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 6:24 PM","16.0","179.2","44.8",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 7:34 PM","16.2","180.8","45.2",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 9:13 PM","9.2","98.4","24.6",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 9:57 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 5:14 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 11:16 PM","13.6","149.6","37.4",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 10:22 PM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 10:23 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 11:55 PM","9.1","96.8","24.2",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 6:03 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Wednesday, February 11, 2026 4:41 PM","7.6","80.0","20.0",redacted,redacted
"redacted","DRIVER CANCELLED","Wednesday, February 11, 2026 4:35 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 6:08 AM","17.2","194.4","48.6",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 6:57 AM","11.7","127.2","31.8",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 7:41 AM","11.1","120.8","30.2",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, February 13, 2026 10:29 AM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 3:11 PM","15.4","172.0","43.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 2:31 PM","6.7","73.6","18.4",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, February 13, 2026 4:55 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 1:57 PM","9.9","106.4","26.6",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 4:07 PM","7.9","82.4","20.6",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 11:35 AM","7.8","81.6","20.4",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 12:07 PM","14.4","180.0","40.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 10:56 AM","13.1","144.8","36.2",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 9:22 AM","4.5","57.6","14.4",redacted,redacted
"redacted","CUSTOMER CANCELLED","Friday, February 13, 2026 10:33 AM","0.0","0.0","0.0",redacted,redacted
"redacted","DRIVER CANCELLED","Friday, February 13, 2026 5:08 PM","0.0","0.0","0.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 6:39 PM","11.2","121.6","30.4",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 12:45 PM","20.7","236.0","59.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 8:42 AM","7.6","100.0","20.0",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 4:37 PM","2.3","42.4","10.6",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 5:30 PM","16.3","202.4","45.6",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 3:02 PM","2.2","41.6","10.4",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 10:37 AM","5.7","66.4","16.6",redacted,redacted
"redacted","COMPLETED","Friday, February 13, 2026 9:53 AM","10.7","116.0","29.0",redacted,redacted
